date,species,mixed_species,repeated,IDtime,NOtime,density,number,leafDW,total
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0519,0.1972
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0303,0.1406
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0507,0.1793
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0199,0.1312
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0324,0.1505
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0079,0.0208
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0158,0.0316
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.015,0.0371
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0126,0.0303
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0136,0.0311
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0399,0.1764
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0723,0.209
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0587,0.2001
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0261,0.1525
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0758,0.2526
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0148,0.038
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0111,0.0305
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0161,0.0365
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0158,0.0404
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0101,0.0248
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0338,0.1578
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0494,0.1643
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0542,0.1884
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0338,0.285
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0473,0.2087
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0145,0.0324
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0159,0.0355
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.016,0.0362
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0124,0.0372
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0167,0.0366
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0102,0.1465
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0238,0.1539
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0263,0.1976
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0419,0.1886
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0318,0.1987
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0065,0.0185
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0104,0.0269
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0082,0.0213
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0072,0.0199
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0112,0.0279
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.038,0.1892
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0438,0.1849
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0422,0.2338
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0409,0.2033
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0299,0.2494
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0096,0.0233
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0109,0.0252
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0123,0.0269
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0106,0.025
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0083,0.0223
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0497,0.233
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0526,0.2168
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0324,0.1848
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0388,0.2137
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.024,0.1566
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0105,0.0273
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0132,0.0327
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0106,0.0315
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0121,0.0394
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0098,0.027
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0112,0.0269
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0111,0.0347
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0118,0.0318
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0137,0.0364
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0159,0.039
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0199,0.1711
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0238,0.1533
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0364,0.2096
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0391,0.2329
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0411,0.2077
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0269,0.2051
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0269,0.2534
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0371,0.2257
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0291,0.1549
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0254,0.1529
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0113,0.0343
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0091,0.0335
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0105,0.0324
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0108,0.0333
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0098,0.0381
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0247,0.1893
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0381,0.1929
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0333,0.1439
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0369,0.1526
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0264,0.1594
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0097,0.0281
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.011,0.03
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0147,0.0322
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0134,0.0343
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0096,0.0293
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0358,0.207
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0442,0.2286
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0377,0.1628
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0225,0.1313
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0182,0.1213
20240115,Wheat,Corn/Wheat,1,5,35,Low,69,0.0093,0.022
20240115,Wheat,Corn/Wheat,1,5,35,Low,69,0.0082,0.0238
20240115,Wheat,Corn/Wheat,1,5,35,Low,69,0.0126,0.0307
20240115,Wheat,Corn/Wheat,1,5,35,Low,69,0.0093,0.0221
20240115,Wheat,Corn/Wheat,1,5,35,Low,69,0.0063,0.0212
20240115,Corn,Corn/Wheat,2,5,35,Low,66,0.066,0.2305
20240115,Corn,Corn/Wheat,2,5,35,Low,66,0.0542,0.1738
20240115,Corn,Corn/Wheat,2,5,35,Low,66,0.0426,0.1563
20240115,Corn,Corn/Wheat,2,5,35,Low,66,0.0541,0.197
20240115,Corn,Corn/Wheat,2,5,35,Low,66,0.0594,0.222
20240115,Wheat,Corn/Wheat,2,5,35,Low,67,0.0107,0.0243
20240115,Wheat,Corn/Wheat,2,5,35,Low,67,0.0072,0.0203
20240115,Wheat,Corn/Wheat,2,5,35,Low,67,0.0055,0.0227
20240115,Wheat,Corn/Wheat,2,5,35,Low,67,0.0061,0.0257
20240115,Wheat,Corn/Wheat,2,5,35,Low,67,0.0069,0.0186
20240115,Corn,Corn/Wheat,3,5,35,Low,67,0.0278,0.1937
20240115,Corn,Corn/Wheat,3,5,35,Low,67,0.0337,0.1517
20240115,Corn,Corn/Wheat,3,5,35,Low,67,0.0276,0.1341
20240115,Corn,Corn/Wheat,3,5,35,Low,67,0.0336,0.1694
20240115,Corn,Corn/Wheat,3,5,35,Low,67,0.0266,0.1678
20240115,Wheat,Corn/Wheat,3,5,35,Low,64,0.0126,0.0293
20240115,Wheat,Corn/Wheat,3,5,35,Low,64,0.0106,0.025
20240115,Wheat,Corn/Wheat,3,5,35,Low,64,0.0116,0.0284
20240115,Wheat,Corn/Wheat,3,5,35,Low,64,0.0165,0.0335
20240115,Wheat,Corn/Wheat,3,5,35,Low,64,0.0097,0.0233
20240115,Corn,Corn/Wheat,1,5,35,Middle,159,0.0911,0.2707
20240115,Corn,Corn/Wheat,1,5,35,Middle,159,0.0488,0.2103
20240115,Corn,Corn/Wheat,1,5,35,Middle,159,0.0322,0.1291
20240115,Corn,Corn/Wheat,1,5,35,Middle,159,0.0236,0.1831
20240115,Corn,Corn/Wheat,1,5,35,Middle,159,0.0244,0.1445
20240115,Wheat,Corn/Wheat,1,5,35,Middle,160,0.0077,0.0229
20240115,Wheat,Corn/Wheat,1,5,35,Middle,160,0.0075,0.0215
20240115,Wheat,Corn/Wheat,1,5,35,Middle,160,0.0092,0.0203
20240115,Wheat,Corn/Wheat,1,5,35,Middle,160,0.0073,0.019
20240115,Wheat,Corn/Wheat,1,5,35,Middle,160,0.0117,0.0235
20240115,Corn,Corn/Wheat,2,5,35,Middle,156,0.044,0.1861
20240115,Corn,Corn/Wheat,2,5,35,Middle,156,0.0559,0.1679
20240115,Corn,Corn/Wheat,2,5,35,Middle,156,0.0369,0.1867
20240115,Corn,Corn/Wheat,2,5,35,Middle,156,0.0328,0.164
20240115,Corn,Corn/Wheat,2,5,35,Middle,156,0.0446,0.1763
20240115,Wheat,Corn/Wheat,2,5,35,Middle,157,0.0075,0.0205
20240115,Wheat,Corn/Wheat,2,5,35,Middle,157,0.0063,0.0199
20240115,Wheat,Corn/Wheat,2,5,35,Middle,157,0.0102,0.0276
20240115,Wheat,Corn/Wheat,2,5,35,Middle,157,0.0144,0.0316
20240115,Wheat,Corn/Wheat,2,5,35,Middle,157,0.0101,0.0245
20240115,Corn,Corn/Wheat,3,5,35,Middle,158,0.0278,0.1227
20240115,Corn,Corn/Wheat,3,5,35,Middle,158,0.0463,0.1999
20240115,Corn,Corn/Wheat,3,5,35,Middle,158,0.0417,0.19
20240115,Corn,Corn/Wheat,3,5,35,Middle,158,0.0398,0.1876
20240115,Corn,Corn/Wheat,3,5,35,Middle,158,0.0488,0.2469
20240115,Wheat,Corn/Wheat,3,5,35,Middle,155,0.0117,0.0268
20240115,Wheat,Corn/Wheat,3,5,35,Middle,155,0.0064,0.0214
20240115,Wheat,Corn/Wheat,3,5,35,Middle,155,0.0071,0.0197
20240115,Wheat,Corn/Wheat,3,5,35,Middle,155,0.0065,0.0202
20240115,Wheat,Corn/Wheat,3,5,35,Middle,155,0.0098,0.0266
20240115,Corn,Corn/Wheat,1,5,35,High,384,0.0321,0.1621
20240115,Corn,Corn/Wheat,1,5,35,High,384,0.0362,0.2088
20240115,Corn,Corn/Wheat,1,5,35,High,384,0.0311,0.1676
20240115,Corn,Corn/Wheat,1,5,35,High,384,0.0393,0.1558
20240115,Corn,Corn/Wheat,1,5,35,High,384,0.0284,0.1457
20240115,Wheat,Corn/Wheat,1,5,35,High,385,0.0073,0.0298
20240115,Wheat,Corn/Wheat,1,5,35,High,385,0.0057,0.0178
20240115,Wheat,Corn/Wheat,1,5,35,High,385,0.007,0.0261
20240115,Wheat,Corn/Wheat,1,5,35,High,385,0.0066,0.0231
20240115,Wheat,Corn/Wheat,1,5,35,High,385,0.0086,0.0229
20240115,Corn,Corn/Wheat,2,5,35,High,382,0.0227,0.1541
20240115,Corn,Corn/Wheat,2,5,35,High,382,0.0249,0.2105
20240115,Corn,Corn/Wheat,2,5,35,High,382,0.0295,0.2087
20240115,Corn,Corn/Wheat,2,5,35,High,382,0.0173,0.173
20240115,Corn,Corn/Wheat,2,5,35,High,382,0.0345,0.2448
20240115,Wheat,Corn/Wheat,2,5,35,High,380,0.0122,0.0287
20240115,Wheat,Corn/Wheat,2,5,35,High,380,0.0038,0.0191
20240115,Wheat,Corn/Wheat,2,5,35,High,380,0.0058,0.03
20240115,Wheat,Corn/Wheat,2,5,35,High,380,0.0101,0.0332
20240115,Wheat,Corn/Wheat,2,5,35,High,380,0.0068,0.0256
20240115,Corn,Corn/Wheat,3,5,35,High,382,0.024,0.237
20240115,Corn,Corn/Wheat,3,5,35,High,382,0.0237,0.1484
20240115,Corn,Corn/Wheat,3,5,35,High,382,0.0309,0.183
20240115,Corn,Corn/Wheat,3,5,35,High,382,0.0278,0.1782
20240115,Corn,Corn/Wheat,3,5,35,High,382,0.0171,0.1456
20240115,Wheat,Corn/Wheat,3,5,35,High,380,0.0097,0.0213
20240115,Wheat,Corn/Wheat,3,5,35,High,380,0.0097,0.0219
20240115,Wheat,Corn/Wheat,3,5,35,High,380,0.0115,0.0265
20240115,Wheat,Corn/Wheat,3,5,35,High,380,0.0087,0.0226
20240115,Wheat,Corn/Wheat,3,5,35,High,380,0.0112,0.026
20240122,Corn,Corn/Wheat,1,6,42,Low,59,0.0396,0.1965
20240122,Corn,Corn/Wheat,1,6,42,Low,59,0.04,0.149
20240122,Corn,Corn/Wheat,1,6,42,Low,59,0.0358,0.1109
20240122,Corn,Corn/Wheat,1,6,42,Low,59,0.0286,0.1564
20240122,Corn,Corn/Wheat,1,6,42,Low,59,0.0372,0.1319
20240122,Wheat,Corn/Wheat,1,6,42,Low,61,0.0144,0.0294
20240122,Wheat,Corn/Wheat,1,6,42,Low,61,0.01,0.019
20240122,Wheat,Corn/Wheat,1,6,42,Low,61,0.0094,0.0221
20240122,Wheat,Corn/Wheat,1,6,42,Low,61,0.0102,0.0206
20240122,Wheat,Corn/Wheat,1,6,42,Low,61,0.0094,0.0176
20240122,Corn,Corn/Wheat,2,6,42,Low,60,0.052,0.1998
20240122,Corn,Corn/Wheat,2,6,42,Low,60,0.0393,0.1704
20240122,Corn,Corn/Wheat,2,6,42,Low,60,0.0331,0.1663
20240122,Corn,Corn/Wheat,2,6,42,Low,60,0.0489,0.2113
20240122,Corn,Corn/Wheat,2,6,42,Low,60,0.0432,0.1343
20240122,Wheat,Corn/Wheat,2,6,42,Low,60,0.011,0.0197
20240122,Wheat,Corn/Wheat,2,6,42,Low,60,0.0117,0.0168
20240122,Wheat,Corn/Wheat,2,6,42,Low,60,0.0099,0.0231
20240122,Wheat,Corn/Wheat,2,6,42,Low,60,0.0119,0.0214
20240122,Wheat,Corn/Wheat,2,6,42,Low,60,0.0078,0.0182
20240122,Corn,Corn/Wheat,3,6,42,Low,59,0.0324,0.1963
20240122,Corn,Corn/Wheat,3,6,42,Low,59,0.0483,0.2021
20240122,Corn,Corn/Wheat,3,6,42,Low,59,0.054,0.1989
20240122,Corn,Corn/Wheat,3,6,42,Low,59,0.0564,0.2282
20240122,Corn,Corn/Wheat,3,6,42,Low,59,0.0556,0.2039
20240122,Wheat,Corn/Wheat,3,6,42,Low,58,0.011,0.1317
20240122,Wheat,Corn/Wheat,3,6,42,Low,58,0.0104,0.0231
20240122,Wheat,Corn/Wheat,3,6,42,Low,58,0.0134,0.0271
20240122,Wheat,Corn/Wheat,3,6,42,Low,58,0.0124,0.0289
20240122,Wheat,Corn/Wheat,3,6,42,Low,58,0.0113,0.0243
20240122,Corn,Corn/Wheat,1,6,42,Middle,154,0.0523,0.1975
20240122,Corn,Corn/Wheat,1,6,42,Middle,154,0.0688,0.2271
20240122,Corn,Corn/Wheat,1,6,42,Middle,154,0.0431,0.1653
20240122,Corn,Corn/Wheat,1,6,42,Middle,154,0.0334,0.1318
20240122,Corn,Corn/Wheat,1,6,42,Middle,154,0.0415,0.2456
20240122,Wheat,Corn/Wheat,1,6,42,Middle,155,0.0075,0.0196
20240122,Wheat,Corn/Wheat,1,6,42,Middle,155,0.0094,0.0207
20240122,Wheat,Corn/Wheat,1,6,42,Middle,155,0.0118,0.0245
20240122,Wheat,Corn/Wheat,1,6,42,Middle,155,0.0137,0.0299
20240122,Wheat,Corn/Wheat,1,6,42,Middle,155,0.0085,0.0281
20240122,Corn,Corn/Wheat,2,6,42,Middle,150,0.0331,0.1585
20240122,Corn,Corn/Wheat,2,6,42,Middle,150,0.0494,0.2034
20240122,Corn,Corn/Wheat,2,6,42,Middle,150,0.0207,0.113
20240122,Corn,Corn/Wheat,2,6,42,Middle,150,0.0556,0.2018
20240122,Corn,Corn/Wheat,2,6,42,Middle,150,0.0432,0.1912
20240122,Wheat,Corn/Wheat,2,6,42,Middle,150,0.0142,0.0264
20240122,Wheat,Corn/Wheat,2,6,42,Middle,150,0.0098,0.0226
20240122,Wheat,Corn/Wheat,2,6,42,Middle,150,0.0112,0.0311
20240122,Wheat,Corn/Wheat,2,6,42,Middle,150,0.0124,0.0289
20240122,Wheat,Corn/Wheat,2,6,42,Middle,150,0.0124,0.0368
20240122,Corn,Corn/Wheat,3,6,42,Middle,153,0.0558,0.2001
20240122,Corn,Corn/Wheat,3,6,42,Middle,153,0.0619,0.2415
20240122,Corn,Corn/Wheat,3,6,42,Middle,153,0.0423,0.2078
20240122,Corn,Corn/Wheat,3,6,42,Middle,153,0.0439,0.1768
20240122,Corn,Corn/Wheat,3,6,42,Middle,153,0.0409,0.1529
20240122,Wheat,Corn/Wheat,3,6,42,Middle,150,0.0108,0.0289
20240122,Wheat,Corn/Wheat,3,6,42,Middle,150,0.0091,0.0248
20240122,Wheat,Corn/Wheat,3,6,42,Middle,150,0.0095,0.0249
20240122,Wheat,Corn/Wheat,3,6,42,Middle,150,0.0079,0.0164
20240122,Wheat,Corn/Wheat,3,6,42,Middle,150,0.0097,0.0274
20240122,Corn,Corn/Wheat,1,6,42,High,378,0.0438,0.2166
20240122,Corn,Corn/Wheat,1,6,42,High,378,0.0493,0.1596
20240122,Corn,Corn/Wheat,1,6,42,High,378,0.0258,0.165
20240122,Corn,Corn/Wheat,1,6,42,High,378,0.0286,0.1282
20240122,Corn,Corn/Wheat,1,6,42,High,378,0.026,0.1638
20240122,Wheat,Corn/Wheat,1,6,42,High,380,0.0093,0.0221
20240122,Wheat,Corn/Wheat,1,6,42,High,380,0.0136,0.0296
20240122,Wheat,Corn/Wheat,1,6,42,High,380,0.0095,0.0242
20240122,Wheat,Corn/Wheat,1,6,42,High,380,0.0119,0.0197
20240122,Wheat,Corn/Wheat,1,6,42,High,380,0.0056,0.0175
20240122,Corn,Corn/Wheat,2,6,42,High,377,0.0298,0.2246
20240122,Corn,Corn/Wheat,2,6,42,High,377,0.0117,0.2339
20240122,Corn,Corn/Wheat,2,6,42,High,377,0.0142,0.3422
20240122,Corn,Corn/Wheat,2,6,42,High,377,0.0159,0.1075
20240122,Corn,Corn/Wheat,2,6,42,High,377,0.021,0.1668
20240122,Wheat,Corn/Wheat,2,6,42,High,374,0.01,0.0239
20240122,Wheat,Corn/Wheat,2,6,42,High,374,0.008,0.0208
20240122,Wheat,Corn/Wheat,2,6,42,High,374,0.0101,0.0239
20240122,Wheat,Corn/Wheat,2,6,42,High,374,0.0062,0.0177
20240122,Wheat,Corn/Wheat,2,6,42,High,374,0.0082,0.0239
20240122,Corn,Corn/Wheat,3,6,42,High,377,0.0245,0.1813
20240122,Corn,Corn/Wheat,3,6,42,High,377,0.0386,0.1477
20240122,Corn,Corn/Wheat,3,6,42,High,377,0.0376,0.2196
20240122,Corn,Corn/Wheat,3,6,42,High,377,0.0139,0.2458
20240122,Corn,Corn/Wheat,3,6,42,High,377,0.0368,0.1342
20240122,Wheat,Corn/Wheat,3,6,42,High,374,0.0101,0.0217
20240122,Wheat,Corn/Wheat,3,6,42,High,374,0.0093,0.0204
20240122,Wheat,Corn/Wheat,3,6,42,High,374,0.0107,0.0262
20240122,Wheat,Corn/Wheat,3,6,42,High,374,0.0077,0.0238
20240122,Wheat,Corn/Wheat,3,6,42,High,374,0.0057,0.0237
